name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
21,2015,310000,18000,1,1,0,1,22.74,796,47.3,5.0
29,2018,775000,80000,2,1,0,1,22.95,1248,74.0,5.0
21,2004,105000,96000,1,1,0,3,19.7,796,46.3,5.0
11,2015,430000,97000,2,1,0,2,25.8,1498,98.6,5.0
12,2013,360000,210000,2,1,0,3,21.9,1396,88.76,5.0
31,2012,400000,60000,2,1,0,3,20.5,1598,105.0,5.0
21,2014,600000,90000,2,1,0,1,23.4,1248,74.0,5.0
11,2019,580000,35000,1,1,0,1,17.5,1199,88.7,5.0
20,2012,140000,120000,2,1,0,2,21.03,1461,65.0,5.0
29,2008,210000,100000,2,1,0,1,19.61,1405,70.0,5.0
12,2017,550000,20000,1,1,0,1,18.9,1197,82.0,5.0
5,2013,120000,110000,1,1,0,2,18.2,1199,84.8,5.0
30,2013,400000,35000,2,1,0,1,12.99,2494,100.6,7.0
11,2018,1035000,15000,2,1,0,1,25.5,1498,98.6,5.0
21,2015,625000,90000,2,1,0,1,26.21,1248,88.5,5.0
12,2008,200000,40000,1,1,0,1,20.36,1197,78.9,5.0
29,2013,316000,140000,2,1,0,1,21.02,1248,88.76,5.0
21,2017,813000,110000,2,1,0,1,24.3,1248,88.5,5.0
30,2016,1575000,55000,2,1,1,1,11.36,2755,171.5,7.0
30,2013,900000,73000,2,1,0,1,12.99,2494,100.0,8.0
21,2015,650000,100000,2,1,0,1,20.77,1248,88.76,7.0
10,2015,459999,32000,2,1,0,2,25.83,1498,99.0,5.0
24,2012,290000,112072,2,1,0,1,21.64,1461,84.8,5.0
10,2014,400000,30000,2,1,0,1,20.0,1399,68.05,5.0
21,2016,565000,70000,2,1,0,2,25.2,1248,74.0,5.0
5,2009,150000,80000,1,1,0,2,18.0,995,62.0,5.0
4,2007,480000,110000,2,1,1,4,16.07,1995,181.0,5.0
21,2007,70000,80000,1,1,0,2,18.2,1061,64.0,5.0
21,2007,70000,80000,1,1,0,2,18.2,1061,64.0,5.0
22,2011,1190000,80000,1,1,1,2,10.93,2497,204.0,5.0
10,2018,900000,19000,2,1,0,1,23.0,1498,98.96,5.0
12,2015,600000,40000,2,1,0,1,22.54,1396,88.73,5.0
20,2015,1100000,52269,2,1,0,1,15.4,2179,120.0,7.0
21,2010,120000,170000,4,1,0,2,10.9,796,32.8,5.0
12,2009,229999,60000,1,1,0,3,18.5,1197,80.0,5.0
11,2017,570000,15780,1,1,0,1,17.8,1198,86.7,5.0
12,2014,575000,106000,2,1,0,1,22.32,1582,126.32,5.0
31,2012,280000,80000,2,1,0,3,20.54,1598,103.6,5.0
12,2015,580000,74000,2,1,0,2,21.19,1396,88.73,5.0
21,2018,875000,35000,2,1,0,2,25.47,1248,88.5,7.0
12,2013,500000,70000,2,1,0,3,22.32,1582,126.32,5.0
21,2015,700000,60000,2,1,0,1,26.21,1248,88.5,5.0
10,2016,388000,50000,1,1,0,2,18.16,1196,86.8,5.0
12,2011,225000,80000,1,1,0,2,20.36,1197,78.9,5.0
29,2011,90000,90000,1,1,0,2,15.64,1193,64.08,5.0
27,2014,600000,114000,2,1,0,1,19.01,1461,108.45,5.0
12,2009,235000,100000,1,1,0,1,18.5,1197,80.0,5.0
12,2011,350000,100000,2,1,0,2,23.0,1396,90.0,5.0
12,2011,235000,80000,1,1,0,2,20.36,1197,78.9,5.0
21,2010,190000,35000,1,1,0,1,19.7,796,46.3,5.0
29,2011,325000,79000,2,1,0,1,21.12,1248,88.8,5.0
12,2007,550000,2360457,1,1,0,2,18.6,1197,81.83,5.0
31,2011,300000,120000,2,1,0,3,20.54,1598,103.6,5.0
29,2017,550000,10000,1,1,0,1,20.3,1199,84.0,5.0
20,2013,720000,150000,2,1,0,2,15.1,2179,140.0,7.0
24,2011,110000,110000,1,1,0,1,18.06,1198,75.0,5.0
21,2018,310000,10000,1,1,0,1,24.7,796,47.3,5.0
21,2010,150000,70000,4,1,0,2,26.2,998,58.2,5.0
29,2012,260000,46000,2,1,0,1,19.4,1405,70.0,5.0
12,2002,55000,120000,1,1,0,4,13.2,1495,94.0,5.0
21,2013,450000,108800,2,1,0,3,22.9,1248,74.0,5.0
12,2009,199000,70000,1,1,0,2,20.36,1197,78.9,5.0
20,2018,1000000,35000,2,1,0,1,15.4,2523,75.0,7.0
10,2011,240000,72000,2,1,0,1,20.0,1399,68.0,5.0
27,2018,350000,40000,1,1,0,1,25.17,799,53.3,5.0
20,2014,530000,120000,2,1,0,3,15.96,2523,62.1,7.0
5,2011,150000,35000,1,1,0,1,18.0,995,62.0,5.0
12,2019,625000,12500,1,1,0,1,18.6,1197,81.86,5.0
12,2014,378000,80000,1,1,0,1,18.9,1197,82.0,5.0
27,2015,210000,210000,1,1,0,2,25.17,799,53.3,5.0
21,2018,700000,100000,2,1,0,2,28.4,1248,74.02,5.0
12,2011,156000,110000,1,1,0,2,17.92,1086,62.1,5.0
20,2016,700000,103000,2,1,0,1,16.5,1493,70.0,7.0
21,2010,194000,577414,1,1,0,2,18.9,1061,67.0,5.0
21,2006,120000,100000,1,1,0,2,19.7,796,46.3,5.0
11,2015,415000,45000,1,1,1,1,15.5,1198,86.7,5.0
11,2015,450000,45000,1,1,1,1,15.5,1198,86.7,5.0
11,2014,325000,40000,1,1,0,3,19.4,1198,86.8,5.0
20,2014,525000,200000,2,1,0,1,15.96,2523,62.1,9.0
12,2017,265000,100000,1,1,0,1,21.1,814,55.2,5.0
21,2008,100000,120000,1,1,0,2,19.7,796,35.0,8.0
14,2017,2711000,9000,2,2,1,1,13.6,1999,177.0,5.0
18,2019,5150000,20000,1,2,1,1,22.37,2487,214.56,5.0
14,2017,3200000,45000,2,2,1,1,19.33,1999,177.0,5.0
29,2015,503000,110000,2,1,0,1,14.1,2179,147.94,7.0
32,2019,3800000,20000,2,1,1,1,18.0,1969,190.0,5.0
30,2016,2000000,68089,1,3,1,1,19.16,2494,157.7,5.0
21,2013,225000,58343,1,3,0,1,21.79,998,67.05,5.0
21,2018,740000,38817,2,2,0,1,27.39,1248,74.0,5.0
11,2016,550000,56494,1,3,0,1,18.2,1199,88.7,5.0
30,2013,750000,79328,2,3,0,2,12.99,2494,100.6,7.0
21,2019,650000,5621,1,3,1,1,22.0,1197,81.8,5.0
30,2017,625000,25538,1,3,0,1,16.78,1496,88.73,5.0
21,2018,600000,69779,1,2,1,1,22.0,1197,81.8,5.0
12,2017,450000,56290,2,2,0,1,24.0,1186,73.97,5.0
4,2019,5400000,7500,2,2,1,1,16.78,1995,190.0,5.0
4,2019,5500000,8500,2,2,1,1,16.78,1995,190.0,5.0
11,2019,779000,7032,1,3,1,1,19.0,1199,88.76,5.0
28,2016,645000,11000,1,2,1,1,14.3,1598,103.5,5.0
32,2018,2475000,2000,2,2,1,1,16.8,1984,150.0,5.0
29,2015,400000,100000,2,1,0,1,23.0,1248,88.7,5.0
12,2013,345000,40000,2,1,0,1,21.9,1396,88.8,5.0
20,2018,850000,15000,2,1,0,2,16.55,2498,105.0,6.0
21,2018,620000,15000,1,1,1,1,20.89,1197,81.8,5.0
21,2018,700000,10000,1,1,0,2,21.4,1197,83.1,5.0
29,2012,200000,90000,2,1,0,1,22.3,1248,74.0,5.0
20,2017,660000,80000,2,1,0,1,16.5,1493,70.0,7.0
23,2015,1700000,39000,2,1,0,1,13.5,2477,175.56,7.0
29,2009,90000,60000,2,1,0,2,17.88,1396,52.8,5.0
20,2015,1050000,28000,2,1,0,2,15.1,2179,140.0,7.0
10,2010,160000,90000,1,1,0,2,15.6,1196,70.0,5.0
11,2006,150000,80000,1,1,0,3,13.5,1799,130.0,5.0
21,2010,200000,35000,1,1,0,1,19.0,998,67.1,5.0
30,2011,365000,185000,2,1,0,2,21.43,1364,87.2,5.0
8,2009,140000,110000,1,1,0,2,15.7,1172,67.0,5.0
8,2016,360000,100000,2,1,0,1,20.5,1248,91.72,5.0
11,2008,200000,110000,1,1,0,2,17.7,1497,78.0,5.0
28,2010,250000,100000,2,1,0,2,17.5,1896,106.0,5.0
28,2008,229999,110000,2,1,0,2,17.5,1896,106.0,5.0
10,2011,320000,130000,2,1,0,2,17.8,1399,68.0,5.0
12,2018,1200000,27000,1,1,0,1,15.8,1591,121.3,5.0
21,2018,740000,9000,1,1,1,1,21.4,1197,83.1,5.0
12,2013,345000,40000,2,1,0,1,21.9,1396,88.8,5.0
21,2019,570000,19000,1,1,1,2,20.89,1197,81.8,5.0
21,2019,490000,10000,1,1,0,1,20.52,1197,81.8,5.0
29,2013,250000,100000,2,1,0,1,23.57,1396,70.0,5.0
21,2017,430000,20000,1,1,1,1,20.51,998,67.0,5.0
12,2014,225000,35000,1,1,0,1,21.1,814,55.2,5.0
20,2018,850000,15000,2,1,0,2,16.55,2498,105.0,6.0
21,2018,620000,15000,1,1,1,1,20.89,1197,81.8,5.0
12,2014,440000,70000,2,1,0,2,22.54,1396,88.73,5.0
21,2016,800000,70000,2,1,0,1,24.3,1248,88.5,5.0
21,2018,700000,10000,1,1,0,2,21.4,1197,83.1,5.0
21,2016,600000,47000,2,1,0,1,25.2,1248,74.0,5.0
29,2012,200000,90000,2,1,0,1,22.3,1248,74.0,5.0
20,2017,660000,80000,2,1,0,1,16.5,1493,70.0,7.0
23,2015,1700000,39000,2,1,0,1,13.5,2477,175.56,7.0
12,2015,450000,53000,2,1,0,1,24.0,1120,70.0,5.0
21,2013,420000,105000,2,1,0,2,23.4,1248,74.0,5.0
30,2011,500000,121941,2,2,0,1,12.8,2494,102.0,8.0
29,2016,350000,15000,1,1,0,1,23.84,1199,84.0,5.0
20,2014,280000,100000,2,1,0,1,14.0,2489,95.0,8.0
27,2013,425000,152186,2,2,0,2,20.45,1461,83.8,5.0
12,2013,295000,82246,1,2,0,1,20.36,1197,78.9,5.0
21,2016,540000,20000,1,1,0,1,20.4,1197,81.8,5.0
21,2017,754000,40000,2,1,0,1,28.4,1248,74.02,5.0
30,2011,650000,89580,2,2,0,2,12.8,2494,102.0,8.0
30,2011,550000,250000,2,1,0,2,12.8,2494,102.0,7.0
30,2011,550000,250000,2,1,0,2,12.8,2494,102.0,7.0
10,2019,675000,2789,1,2,0,1,18.16,1196,86.8,5.0
10,2018,700000,35278,2,2,0,1,23.8,1499,98.97,5.0
10,2018,795000,2860,2,2,0,1,23.8,1499,98.97,5.0
30,2010,515000,200000,2,1,0,1,12.8,2494,102.0,7.0
20,2018,450000,20000,1,1,0,1,18.15,1198,82.0,6.0
12,2008,155000,60000,1,1,0,3,15.0,1086,66.6,5.0
30,2011,350000,100000,2,1,0,2,23.59,1364,67.1,5.0
10,2011,250000,78562,2,2,0,1,20.0,1399,68.0,5.0
12,2011,450000,96000,2,1,0,4,22.32,1582,126.32,5.0
12,2011,450000,96000,2,1,0,4,22.32,1582,126.32,5.0
21,2003,55599,36088,1,1,0,1,16.1,796,37.0,4.0
12,2014,420000,50000,2,1,0,1,22.54,1396,88.73,5.0
21,2018,750000,40000,2,1,0,1,25.1,1248,88.5,5.0
7,2020,450000,10000,1,1,0,1,19.02,1198,67.05,5.0
21,2008,175000,60000,2,1,0,2,17.8,1248,75.0,5.0
12,2019,650000,10000,1,1,0,1,17.19,1197,81.86,5.0
21,2018,1050000,10000,2,1,0,1,25.47,1248,88.5,7.0
12,2011,375000,35000,2,1,0,2,22.32,1582,126.32,5.0
12,2014,1100000,80000,2,1,0,1,14.74,2199,194.3,7.0
20,2019,1550000,28000,2,1,0,1,15.1,2179,152.87,7.0
10,2017,620000,35000,2,1,0,1,24.29,1498,99.0,5.0
15,2017,1511000,32000,2,1,0,1,16.3,1956,170.0,5.0
21,2003,135000,40000,1,1,0,1,18.9,998,67.1,5.0
12,2011,375000,35000,2,1,0,2,22.32,1582,126.32,5.0
27,2019,320000,10000,1,1,0,1,25.17,799,53.3,5.0
20,2019,1650000,25000,2,1,1,2,15.1,2179,152.87,7.0
21,2016,320000,50000,1,1,0,1,23.95,998,67.05,5.0
21,2012,400000,129000,2,1,0,1,19.3,1248,73.9,5.0
20,2015,900000,100000,2,1,1,2,16.0,2179,140.0,7.0
21,2018,310000,30000,1,1,0,1,24.7,796,47.3,5.0
29,2018,595000,28000,1,1,0,2,17.0,1198,108.5,5.0
21,2017,800000,60000,2,1,0,1,23.65,1248,88.5,5.0
20,2013,350000,70000,1,1,0,1,13.87,1598,86.0,5.0
29,2013,275000,110000,2,1,0,1,19.1,1405,70.0,5.0
21,2019,420000,10000,1,1,0,1,15.37,1196,73.0,5.0
12,2008,250000,110000,2,1,0,2,18.1,1493,110.0,5.0
21,2007,250000,100000,2,1,0,2,17.8,1248,75.0,5.0
20,2008,290000,120000,2,1,0,2,12.05,2179,120.0,8.0
12,2016,525000,60000,1,1,1,1,16.9,1197,82.0,5.0
20,2008,250000,110000,2,1,0,3,10.5,2609,120.0,7.0
21,2017,430000,10000,1,1,0,1,23.1,998,67.04,5.0
21,2017,630000,35000,1,1,0,1,21.4,1197,83.1,5.0
29,2018,550000,23000,1,1,0,1,20.3,1199,84.0,5.0
21,2019,630000,15000,2,1,0,2,28.4,1248,74.0,5.0
20,2018,850000,20000,2,1,0,1,18.49,2179,120.0,9.0
20,2011,455000,90000,2,1,0,1,13.6,2523,63.0,7.0
20,2011,445000,90000,2,1,0,1,13.6,2523,63.0,7.0
12,2013,370000,80000,2,1,0,1,21.9,1396,88.76,5.0
12,2016,500000,50000,1,1,0,1,18.9,1197,82.0,5.0
29,2012,140000,185000,2,1,0,2,19.4,1405,70.0,5.0
21,2019,550000,40000,1,1,0,1,21.21,1197,81.8,5.0
27,2017,300000,30000,1,1,0,1,23.01,999,67.0,5.0
29,2011,150000,120000,2,1,0,1,23.03,1396,69.0,5.0
21,2011,229999,500000,1,1,0,2,18.9,998,67.1,5.0
20,2017,880000,46000,2,1,0,1,15.4,2179,120.0,7.0
30,2011,900000,120000,2,1,0,1,11.5,2982,171.0,7.0
20,2015,720000,80000,2,1,0,1,15.4,2523,75.0,9.0
12,2016,550000,90000,2,1,0,2,22.54,1396,88.73,5.0
20,2015,720000,90000,2,1,0,1,15.4,2523,75.0,9.0
21,2016,535000,70000,2,1,0,1,25.2,1248,74.0,5.0
12,2015,320000,91000,2,1,0,3,24.4,1120,71.0,5.0
12,2015,500000,90000,2,1,0,1,22.54,1396,88.73,5.0
21,2014,525000,110000,2,1,0,2,20.77,1248,88.76,7.0
27,2019,220000,90000,1,1,0,1,23.01,999,67.0,5.0
29,2018,350000,50000,1,1,0,1,23.84,1199,84.0,5.0
20,2016,530000,60000,2,1,0,1,18.49,1493,100.0,7.0
21,2013,215000,35000,1,1,0,1,22.74,796,47.3,5.0
31,2012,335000,100000,2,1,0,1,20.54,1598,103.6,5.0
12,2015,320000,90000,2,1,0,2,24.4,1120,71.0,5.0
10,2011,135000,120000,2,1,0,2,20.0,1399,68.0,5.0
21,2009,175000,95000,1,1,0,2,19.0,998,66.1,5.0
20,2017,800000,35000,2,1,0,1,15.96,2523,62.1,7.0
29,2007,78000,38000,1,1,0,2,15.3,1193,65.3,5.0
11,2014,565000,56000,1,1,0,2,17.4,1497,117.3,5.0
12,2017,575000,50000,2,1,0,1,22.54,1396,88.73,5.0
12,2014,170000,70000,1,1,0,2,21.1,814,55.2,5.0
21,2014,250999,30000,1,1,0,1,22.74,796,47.3,5.0
20,2015,950000,188000,2,1,0,1,16.0,2179,140.0,7.0
11,2014,650000,60000,1,1,0,1,17.8,1497,117.3,5.0
29,2013,550000,133000,2,1,0,1,14.0,2179,138.1,7.0
30,2010,650000,160000,2,1,0,1,12.8,2494,102.0,7.0
20,2013,800000,150000,2,1,0,2,15.1,2179,140.0,7.0
21,2020,250999,30000,1,1,0,1,22.05,796,47.3,5.0
21,2013,170000,60000,1,1,0,2,22.74,796,47.3,5.0
29,2013,250000,30000,2,1,0,1,19.09,1396,69.0,5.0
5,2014,312000,80000,1,1,0,1,13.7,1399,98.82,7.0
21,2014,250000,20000,1,1,0,1,22.74,796,47.3,5.0
12,2013,200000,80000,1,1,0,1,21.1,814,55.2,5.0
20,2016,670000,73000,2,1,0,1,15.4,2523,75.0,7.0
12,2017,270000,50000,1,1,0,1,21.1,814,55.2,5.0
20,2012,360000,200000,2,1,0,1,15.96,2523,62.1,7.0
21,2018,630000,46000,2,1,0,1,28.4,1248,74.0,5.0
21,2003,55599,36088,1,1,0,1,16.1,796,37.0,4.0
20,2018,400000,50000,2,1,0,1,23.5,909,45.0,8.0
12,2014,420000,50000,2,1,0,1,22.54,1396,88.73,5.0
21,2018,764000,25000,1,1,0,1,20.73,1373,91.1,5.0
20,2019,710000,30000,2,1,0,1,15.96,2523,62.1,7.0
29,2018,1575000,30000,2,1,0,1,17.6,2179,153.86,7.0
9,2018,1050000,13000,2,1,0,1,17.0,2200,139.01,7.0
21,2019,1000000,15000,1,1,0,1,19.01,1462,103.2,6.0
21,2017,650000,44000,2,2,0,1,23.65,1248,88.5,5.0
10,2015,600000,63000,2,1,0,1,22.77,1498,98.59,5.0
20,2016,509999,110000,2,1,0,1,18.49,1493,100.0,7.0
12,2017,610000,14000,1,1,0,1,19.1,1197,82.0,5.0
21,2017,310000,35000,1,1,0,1,24.7,796,47.3,5.0
20,2016,720000,35000,2,1,0,1,15.96,2523,62.1,7.0
29,2012,158000,110000,2,1,0,2,19.09,1396,69.0,5.0
29,2011,175000,85700,2,1,0,2,17.0,1405,70.0,5.0
21,2010,217000,120000,2,1,0,1,21.1,1248,73.9,5.0
11,2013,484999,50000,2,1,0,1,25.8,1498,98.6,5.0
12,2016,550000,35000,2,1,0,1,24.4,1120,71.0,5.0
21,2012,280000,70000,1,1,0,2,18.6,1197,85.8,5.0
10,2013,350000,90000,1,1,0,1,14.09,1596,99.6,5.0
20,2017,1150000,42000,2,1,0,2,16.0,2179,140.0,7.0
12,2016,420000,30000,1,1,0,2,18.9,1197,82.0,5.0
21,2017,810000,80000,1,1,0,1,20.73,1373,91.1,5.0
12,2011,290000,90000,1,1,0,3,17.0,1197,80.0,5.0
5,2012,180000,60000,1,1,0,1,18.6,1199,79.4,5.0
21,2010,160000,162000,1,1,0,1,15.37,1196,73.0,5.0
29,2017,66000,70000,1,1,0,3,23.9,624,37.48,4.0
21,2015,369000,20000,1,1,0,2,20.51,998,67.04,5.0
29,2012,300000,80000,2,1,0,2,13.93,2179,138.1,7.0
20,2008,350000,90000,2,1,0,1,13.6,2523,63.0,7.0
12,2008,220000,120000,1,1,1,2,19.2,1197,80.0,5.0
5,2005,160000,220000,2,1,0,1,14.8,2499,80.0,10.0
21,2009,221000,100000,2,1,0,2,17.8,1248,75.0,5.0
29,2017,400000,35000,1,1,0,1,17.57,1193,88.7,5.0
30,2004,250000,120000,1,1,0,2,13.4,2362,164.7,5.0
20,2011,390000,120000,2,1,0,4,13.6,2523,63.0,7.0
21,2012,190000,110000,1,1,0,1,15.37,1196,73.0,5.0
27,2017,300000,60000,1,1,0,1,25.17,799,53.3,5.0
12,2017,750000,27000,2,1,0,1,22.54,1396,88.73,5.0
21,2016,650000,50000,2,1,0,1,26.59,1248,74.0,5.0
11,2018,635000,40000,1,1,0,1,17.8,1198,86.7,5.0
12,2013,520000,88000,2,1,0,2,22.32,1582,126.32,5.0
20,2020,1500000,50000,2,1,0,1,16.36,2179,140.0,7.0
12,2012,415000,80000,2,1,0,2,22.32,1582,126.32,5.0
12,2019,700000,60000,2,1,0,1,22.54,1396,88.76,5.0
21,2017,484999,26000,1,1,0,2,21.21,1197,81.8,5.0
10,2007,120000,80000,1,1,0,2,16.6,1388,68.0,5.0
12,2014,220000,60000,1,1,0,2,21.1,814,55.2,5.0
12,2014,320000,80000,1,1,0,2,20.36,1197,78.9,5.0
21,2011,375000,90000,2,1,0,2,22.9,1248,74.0,5.0
12,2012,440000,80000,2,1,0,2,22.32,1582,126.32,5.0
12,2019,550000,15000,1,1,1,1,18.9,1197,81.86,5.0
21,2017,640000,35000,2,1,0,2,25.2,1248,74.0,5.0
30,2014,420000,120000,2,1,0,1,23.59,1364,67.04,5.0
12,2016,330000,63000,2,1,0,3,24.0,1120,70.0,5.0
31,2019,800000,25000,2,1,0,1,21.66,1498,108.62,5.0
21,2011,240000,64500,1,1,0,1,18.9,998,67.1,5.0
20,2016,360000,100000,2,1,0,2,25.32,1198,77.0,6.0
12,2017,750000,40000,2,1,0,1,23.9,1582,126.2,5.0
12,2017,570000,15000,1,1,0,2,18.6,1197,81.83,5.0
30,2015,450000,25000,2,1,0,1,23.59,1364,67.04,5.0
21,2016,270000,82000,1,1,0,3,18.5,1197,85.8,5.0
21,2012,459999,87000,2,1,0,1,20.77,1248,88.76,7.0
21,2015,240000,80000,1,1,0,2,23.95,998,67.05,5.0
27,2012,320000,110000,2,1,0,3,19.01,1461,108.45,5.0
29,2011,149000,148000,2,1,0,2,21.12,1248,88.8,5.0
20,2018,1500000,40000,2,1,0,1,16.36,2179,140.0,7.0
12,2011,180000,70000,1,1,0,1,16.36,1495,93.7,5.0
12,2012,185000,70000,4,1,0,2,13.45,1086,62.1,5.0
21,2008,65000,40000,1,1,0,2,16.1,796,37.0,4.0
29,2010,130000,120000,2,1,0,1,17.0,1405,70.0,5.0
10,2012,330000,60000,2,1,0,1,17.8,1399,67.0,5.0
29,2011,190000,90000,2,2,0,1,18.8,1248,90.0,5.0
21,2014,501000,68000,2,2,0,1,22.9,1248,74.0,5.0
11,2017,600000,24500,2,2,0,1,25.8,1498,98.6,5.0
20,2012,570000,77000,2,2,0,2,15.1,2179,140.0,7.0
11,2015,450000,85000,2,2,0,1,25.8,1498,98.6,5.0
30,2011,285000,45500,1,2,0,1,16.78,1496,88.73,5.0
21,2014,490000,67000,2,2,0,1,28.4,1248,74.0,5.0
21,2014,500000,77000,2,2,0,1,28.4,1248,74.0,5.0
12,2016,275000,47000,1,2,0,1,21.1,814,55.2,5.0
29,2017,440000,57000,1,2,0,1,23.84,1199,84.48,5.0
12,2018,825000,71500,2,2,0,1,22.54,1396,88.73,5.0
30,2012,411000,110000,2,2,0,1,23.59,1364,67.04,5.0
21,2013,470000,82000,2,2,0,2,26.59,1248,74.0,5.0
21,2013,445000,70000,2,2,0,2,28.4,1248,74.0,5.0
21,2017,752000,28000,2,2,0,1,27.39,1248,74.0,5.0
28,2016,650000,125000,2,2,0,2,21.14,1498,103.52,5.0
21,2013,450000,67000,2,2,0,2,28.4,1248,74.0,5.0
11,2011,350000,93500,1,2,0,3,17.0,1497,118.0,5.0
21,2012,511000,8500,1,2,0,1,22.0,1197,81.8,5.0
21,2016,700000,80000,2,2,0,1,27.39,1248,74.0,5.0
30,2016,1800000,30000,2,1,1,1,11.36,2755,171.5,7.0
10,2018,550000,14200,1,1,0,1,18.16,1196,86.8,5.0
10,2007,142000,97000,1,1,0,1,16.6,1388,68.0,5.0
29,2012,725000,90000,2,1,0,1,13.93,2179,138.0,7.0
12,2017,630000,30000,1,1,0,1,18.6,1197,81.83,5.0
12,2015,480000,50000,1,1,0,1,18.6,1197,81.83,5.0
21,2016,330000,30000,1,1,0,1,23.95,998,67.05,5.0
21,2017,500000,20000,1,1,0,1,11.96,1298,80.0,8.0
31,2012,300000,60300,2,1,0,1,22.07,1199,73.9,5.0
29,2015,400000,35000,2,1,0,1,23.0,1248,88.7,5.0
29,2011,320000,80000,2,1,0,1,13.93,2179,138.03,7.0
12,2008,180000,44391,1,1,0,2,19.81,1086,68.05,5.0
21,2016,530000,58000,2,1,0,1,27.39,1248,74.0,5.0
20,2015,600000,40000,2,1,0,1,15.96,2523,62.1,7.0
21,2017,780000,66000,2,1,0,2,24.52,1248,88.5,7.0
11,2016,700000,110000,2,1,0,1,26.0,1498,98.6,5.0
5,2013,175000,56315,2,1,0,1,25.44,936,57.6,5.0
20,2017,735000,70000,2,1,0,1,16.5,1493,70.0,7.0
30,2013,325000,120000,2,1,0,1,23.59,1364,67.06,5.0
5,2006,225000,100000,2,1,0,1,14.8,2499,80.0,10.0
29,2015,350000,90000,2,1,0,2,23.0,1248,88.7,5.0
21,2006,110000,120000,4,1,0,3,17.3,1061,57.5,5.0
21,2007,85000,160000,1,1,0,4,18.2,998,67.1,5.0
30,2006,150000,100000,1,1,0,4,13.4,1794,125.0,5.0
21,2009,225000,120000,2,1,0,3,19.3,1248,73.9,5.0
29,2010,111000,100000,2,1,0,2,18.0,1248,75.0,5.0
21,2007,150000,70000,1,1,0,3,18.9,1061,67.0,5.0
12,2017,300000,15151,1,1,0,2,21.1,814,55.2,5.0
20,2015,630000,60000,2,1,0,1,15.4,1997,120.0,7.0
12,2011,206000,100000,1,1,0,1,19.81,1086,68.05,5.0
21,2006,70000,110000,1,1,0,4,18.9,998,67.1,5.0
12,2019,567000,7000,1,1,1,1,18.9,1197,81.86,5.0
21,2005,65000,35000,1,1,0,1,18.9,998,67.1,5.0
21,2016,550000,60000,2,1,0,2,26.59,1248,74.0,5.0
12,2010,140000,70000,1,1,0,4,20.36,1197,78.9,5.0
27,2016,300000,30000,1,1,0,1,25.17,799,53.3,5.0
10,2013,500000,70000,1,1,0,2,15.85,1499,110.4,5.0
12,2015,400000,128000,1,1,0,1,18.9,1197,82.0,5.0
30,2012,850000,120000,2,1,0,2,12.8,2494,102.0,8.0
21,2014,570000,15000,2,1,0,1,25.2,1248,74.0,5.0
21,2017,699000,60000,2,1,0,1,28.4,1248,74.02,5.0
11,2013,355000,80000,1,1,0,1,19.4,1198,86.8,5.0
21,2016,690000,80000,2,1,0,1,26.59,1248,74.0,5.0
10,2006,180000,114321,2,1,0,2,17.8,1399,68.0,5.0
29,2013,200000,120000,2,1,0,1,19.4,1405,70.0,5.0
20,2012,575000,120000,2,1,0,2,12.05,2179,120.0,8.0
30,2014,415000,146000,2,1,0,1,23.59,1364,67.06,5.0
12,2012,350000,30000,4,1,0,1,19.2,1086,68.05,5.0
12,2017,350000,20000,1,1,0,1,21.1,814,55.2,5.0
30,2017,632000,150000,2,1,0,1,23.59,1364,67.05,5.0
21,2014,325000,70000,3,1,0,2,21.94,1196,61.7,5.0
12,2013,511000,90000,1,1,0,2,16.3,1797,147.5,5.0
11,2010,300000,100000,1,1,0,3,17.0,1497,118.0,5.0
21,2005,70000,188000,1,1,0,4,18.9,998,67.1,5.0
12,2008,180000,100000,1,1,0,3,19.81,1086,68.05,5.0
14,2017,2711000,9000,2,2,1,1,13.6,1999,177.0,5.0
18,2019,5150000,20000,1,2,1,1,22.37,2487,214.56,5.0
14,2017,3200000,45000,2,2,1,1,19.33,1999,177.0,5.0
29,2015,503000,110000,2,1,0,1,14.1,2179,147.94,7.0
32,2019,3800000,20000,2,1,1,1,18.0,1969,190.0,5.0
30,2016,2000000,68089,1,3,1,1,19.16,2494,157.7,5.0
21,2013,225000,58343,1,3,0,1,21.79,998,67.05,5.0
21,2018,740000,38817,2,2,0,1,27.39,1248,74.0,5.0
11,2016,550000,56494,1,3,0,1,18.2,1199,88.7,5.0
30,2013,750000,79328,2,3,0,2,12.99,2494,100.6,7.0
21,2019,650000,5621,1,3,1,1,22.0,1197,81.8,5.0
30,2017,625000,25538,1,3,0,1,16.78,1496,88.73,5.0
21,2018,600000,69779,1,2,1,1,22.0,1197,81.8,5.0
12,2017,450000,56290,2,2,0,1,24.0,1186,73.97,5.0
4,2019,5400000,7500,2,2,1,1,16.78,1995,190.0,5.0
4,2019,5500000,8500,2,2,1,1,16.78,1995,190.0,5.0
11,2019,779000,7032,1,3,1,1,19.0,1199,88.76,5.0
28,2016,645000,11000,1,2,1,1,14.3,1598,103.5,5.0
32,2018,2475000,2000,2,2,1,1,16.8,1984,150.0,5.0
12,2017,730000,37333,1,1,0,1,18.6,1197,81.83,5.0
21,2014,450000,15000,2,1,0,2,20.77,1248,88.76,7.0
12,2012,550000,330000,1,1,0,2,13.44,2359,198.25,5.0
